latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
35.606327,-5.32135,111.0,3600,Europe/London,BST

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C)
2017-01-08T05:00,11.9,88,9.9,10.8,0.00,0.00,1026.4,1012.9,65,72,0,0,0.00,0.17,8.1,17.2,111,110,24.1,12.3
2017-01-08T06:00,11.3,90,9.7,10.3,0.00,0.00,1026.1,1012.5,89,99,0,0,0.00,0.14,6.8,17.0,115,111,20.9,12.0
2017-01-08T07:00,11.3,89,9.6,10.1,0.00,0.00,1025.9,1012.3,94,100,0,13,0.00,0.14,7.6,17.4,121,114,20.5,11.8
2017-01-08T08:00,11.8,86,9.6,10.5,0.00,0.00,1026.3,1012.8,97,100,0,24,0.00,0.19,8.3,17.7,124,119,23.0,11.8
2017-01-08T09:00,11.6,87,9.4,10.3,0.00,0.00,1026.7,1013.1,76,79,0,15,0.02,0.18,8.1,17.4,135,130,23.0,11.8
2017-01-08T10:00,12.2,82,9.2,10.8,0.00,0.00,1027.1,1013.6,14,16,0,0,0.05,0.26,8.7,17.4,132,128,23.0,12.1
2017-01-08T11:00,13.7,75,9.4,11.5,0.00,0.00,1027.5,1014.0,29,5,0,83,0.14,0.39,14.6,21.7,110,111,34.6,12.7
2017-01-08T12:00,14.4,72,9.3,11.5,0.00,0.00,1027.4,1014.0,58,32,0,99,0.20,0.46,18.4,26.0,102,104,44.3,13.5
2017-01-08T13:00,14.2,71,9.0,11.4,0.00,0.00,1027.1,1013.7,76,52,0,99,0.23,0.47,17.5,24.4,98,99,45.7,14.2
2017-01-08T14:00,14.3,72,9.3,11.7,0.00,0.00,1026.2,1012.8,87,66,0,93,0.23,0.46,16.5,23.1,100,101,43.2,14.5
2017-01-08T15:00,14.2,72,9.3,11.8,0.00,0.00,1025.6,1012.2,94,71,0,100,0.21,0.45,15.6,21.8,98,99,41.4,14.6
2017-01-08T16:00,14.0,72,9.0,11.6,0.00,0.00,1025.4,1012.0,94,71,0,99,0.17,0.45,14.8,21.0,96,97,38.9,14.6
2017-01-08T17:00,13.5,73,8.9,11.2,0.00,0.00,1025.8,1012.3,100,88,0,100,0.11,0.41,13.8,20.4,97,98,36.4,14.3
2017-01-08T18:00,12.8,78,9.2,11.1,0.00,0.00,1025.8,1012.3,91,68,0,99,0.05,0.32,10.4,18.2,104,104,33.1,13.8
2017-01-08T19:00,11.7,84,9.2,10.5,0.00,0.00,1025.9,1012.4,45,17,0,98,0.02,0.22,7.1,15.8,114,111,24.8,13.1
2017-01-08T20:00,11.1,86,8.9,10.0,0.00,0.00,1026.1,1012.5,47,20,0,98,0.00,0.18,5.5,14.0,122,119,18.0,12.5
2017-01-08T21:00,10.5,88,8.5,9.4,0.00,0.00,1026.1,1012.5,34,6,0,95,0.00,0.16,4.6,12.8,129,122,14.8,11.9
2017-01-08T22:00,9.9,89,8.2,8.8,0.00,0.00,1026.0,1012.4,31,3,0,95,0.00,0.13,4.3,13.0,138,124,13.0,11.5
2017-01-08T23:00,8.6,90,7.1,7.0,0.00,0.00,1025.8,1012.1,22,2,0,68,0.00,0.11,6.0,12.3,155,130,14.0,10.8
2017-01-09T00:00,7.8,90,6.2,5.9,0.00,0.00,1025.5,1011.8,7,0,0,23,0.00,0.11,6.7,11.5,164,131,14.0,10.2
2017-01-09T01:00,8.1,89,6.4,6.2,0.00,0.00,1025.1,1011.4,0,0,0,0,0.00,0.12,6.9,8.9,189,137,14.0,10.0
2017-01-09T02:00,6.7,90,5.3,4.9,0.00,0.00,1024.6,1010.8,0,0,0,0,0.00,0.09,4.8,5.6,222,135,12.2,9.5
2017-01-09T03:00,6.1,91,4.8,4.4,0.00,0.00,1024.7,1010.9,0,0,0,0,0.00,0.08,3.6,3.6,225,127,8.3,9.0
2017-01-09T04:00,6.1,90,4.5,4.3,0.00,0.00,1024.8,1011.0,0,0,0,0,0.00,0.10,3.3,3.3,229,139,7.6,8.7
2017-01-09T05:00,6.1,93,5.1,4.3,0.00,0.00,1024.7,1010.9,3,3,0,0,0.00,0.06,3.8,3.0,229,166,10.1,8.6
2017-01-09T06:00,4.6,98,4.3,2.6,0.00,0.00,1024.4,1010.5,95,100,0,17,0.00,0.02,4.9,4.0,234,180,13.0,8.5
2017-01-09T07:00,4.1,96,3.6,2.0,0.00,0.00,1024.4,1010.5,90,100,0,0,0.00,0.03,4.7,2.9,238,210,13.0,8.3
2017-01-09T08:00,3.8,97,3.3,1.5,0.00,0.00,1024.8,1010.9,90,100,0,0,0.00,0.03,5.4,4.0,233,243,14.0,8.0
2017-01-09T09:00,3.8,96,3.2,1.3,0.00,0.00,1025.0,1011.1,89,99,0,0,0.01,0.04,6.9,6.9,231,242,16.9,7.8
2017-01-09T10:00,7.1,88,5.3,5.0,0.00,0.00,1025.6,1011.8,0,0,0,0,0.03,0.12,6.8,6.3,238,257,18.4,8.3
2017-01-09T11:00,11.4,78,7.7,10.1,0.00,0.00,1026.5,1012.9,0,0,0,0,0.12,0.30,4.7,6.5,247,264,18.0,9.4
2017-01-09T12:00,14.2,70,8.7,13.4,0.00,0.00,1026.4,1013.0,0,0,0,0,0.21,0.49,3.0,4.5,256,256,15.5,11.0
2017-01-09T13:00,15.2,67,9.1,14.4,0.00,0.00,1025.4,1012.0,0,0,0,0,0.27,0.58,4.2,6.2,290,280,13.7,12.4
2017-01-09T14:00,15.9,64,9.1,15.4,0.00,0.00,1024.6,1011.3,0,0,0,0,0.30,0.65,2.4,2.9,27,360,15.5,13.4
2017-01-09T15:00,15.6,67,9.5,14.8,0.00,0.00,1023.9,1010.6,0,0,0,0,0.27,0.58,4.6,5.0,72,69,15.8,14.1
2017-01-09T16:00,15.1,72,10.1,14.5,0.00,0.00,1023.9,1010.5,0,0,0,0,0.21,0.49,4.4,4.8,81,77,16.2,14.3
2017-01-09T17:00,14.4,77,10.4,13.9,0.00,0.00,1024.4,1011.0,0,0,0,0,0.13,0.38,4.5,5.2,76,78,14.8,14.1
2017-01-09T18:00,11.7,91,10.2,11.0,0.00,0.00,1024.6,1011.1,0,0,0,0,0.04,0.13,5.1,7.6,82,82,12.2,13.4
2017-01-09T19:00,12.4,84,9.8,11.7,0.00,0.00,1024.9,1011.4,0,0,0,0,0.02,0.23,4.6,5.6,108,105,10.4,11.9
2017-01-09T20:00,11.9,87,9.7,11.7,0.00,0.00,1025.1,1011.6,0,0,0,0,0.00,0.19,1.0,2.5,225,90,7.2,10.8
2017-01-09T21:00,10.3,90,8.7,9.5,0.00,0.00,1024.9,1011.3,0,0,0,0,0.00,0.13,3.1,1.5,234,194,5.4,10.0
2017-01-09T22:00,7.0,94,6.1,5.4,0.00,0.00,1024.9,1011.1,0,0,0,0,0.00,0.06,4.5,2.7,241,247,7.9,9.4
2017-01-09T23:00,6.5,93,5.4,4.8,0.00,0.00,1025.2,1011.4,0,0,0,0,0.00,0.07,4.2,4.4,239,261,9.0,8.9
2017-01-10T00:00,6.5,91,5.1,4.8,0.00,0.00,1025.4,1011.6,0,0,0,0,0.00,0.09,4.1,6.0,232,253,10.1,8.5
2017-01-10T01:00,5.5,98,5.2,3.4,0.00,0.00,1024.5,1010.7,20,22,0,0,0.00,0.02,6.4,7.8,227,236,13.0,8.7
2017-01-10T02:00,4.5,97,4.1,2.3,0.00,0.00,1023.9,1010.0,90,100,0,0,0.00,0.03,5.8,7.5,240,253,15.5,8.5
2017-01-10T03:00,4.5,95,3.8,1.8,0.00,0.00,1024.2,1010.3,90,100,0,0,0.00,0.04,8.2,10.1,232,270,18.7,8.2
2017-01-10T04:00,5.0,97,4.6,2.3,0.00,0.00,1024.1,1010.3,90,100,0,0,0.00,0.03,9.7,13.2,231,248,22.0,8.1
2017-01-10T05:00,5.3,96,4.8,2.6,0.00,0.00,1023.4,1009.6,4,5,0,0,0.00,0.03,10.4,15.8,236,240,24.1,8.1
2017-01-10T06:00,5.5,94,4.6,2.7,0.00,0.00,1022.7,1008.9,34,38,0,0,0.00,0.06,10.5,16.7,239,237,24.5,8.1
2017-01-10T07:00,5.0,94,4.1,2.0,0.00,0.00,1022.4,1008.6,51,57,0,0,0.00,0.05,11.1,19.5,241,247,26.6,7.9
2017-01-10T08:00,5.4,87,3.4,2.1,0.00,0.00,1022.4,1008.6,58,32,0,96,0.00,0.12,12.3,23.7,238,248,29.2,7.8
2017-01-10T09:00,6.8,77,3.0,3.1,0.00,0.00,1022.6,1008.9,17,0,0,56,0.03,0.23,14.2,28.7,243,248,33.1,7.8
2017-01-10T10:00,10.9,64,4.5,7.2,0.00,0.00,1022.9,1009.4,35,1,15,84,0.08,0.47,16.3,31.2,242,243,38.9,8.5
2017-01-10T11:00,13.6,61,6.3,10.0,0.00,0.00,1022.3,1008.9,0,0,0,0,0.16,0.60,18.4,32.4,242,238,45.0,9.8
2017-01-10T12:00,15.2,59,7.2,11.2,0.00,0.00,1021.6,1008.3,31,0,5,92,0.24,0.71,23.1,35.0,249,246,55.4,11.1
2017-01-10T13:00,15.4,63,8.5,11.1,0.00,0.00,1021.1,1007.8,39,0,16,97,0.26,0.65,27.0,41.0,251,250,63.4,12.3
2017-01-10T14:00,15.8,60,8.1,11.4,0.00,0.00,1020.3,1007.0,48,8,18,99,0.27,0.71,26.7,40.3,254,253,65.5,12.9
2017-01-10T15:00,15.8,58,7.6,11.1,0.00,0.00,1018.9,1005.6,33,0,7,97,0.25,0.75,27.9,43.0,256,254,67.3,13.3
2017-01-10T16:00,15.5,59,7.6,11.2,0.00,0.00,1018.8,1005.5,36,11,0,87,0.20,0.72,25.0,39.6,255,253,67.7,13.4
2017-01-10T17:00,15.1,62,7.9,11.3,0.00,0.00,1019.9,1006.6,33,5,0,94,0.17,0.65,22.3,35.7,260,258,60.5,13.4
2017-01-10T18:00,13.9,69,8.3,10.4,0.00,0.00,1019.7,1006.3,31,2,0,98,0.09,0.49,21.5,36.0,252,252,53.3,13.1
2017-01-10T19:00,13.0,76,8.8,9.9,0.00,0.00,1019.8,1006.4,37,10,0,92,0.06,0.37,19.6,33.4,264,262,51.5,12.7
2017-01-10T20:00,12.4,78,8.6,9.3,0.00,0.00,1020.4,1007.0,40,13,0,94,0.03,0.32,18.9,32.8,252,255,47.9,12.3
2017-01-10T21:00,12.4,76,8.3,9.4,0.00,0.00,1020.2,1006.8,27,1,0,86,0.03,0.34,17.9,32.5,242,242,45.7,12.0
2017-01-10T22:00,11.9,78,8.3,9.3,0.00,0.00,1020.0,1006.5,28,1,0,90,0.02,0.30,15.3,30.0,240,237,42.8,11.8
2017-01-10T23:00,11.6,80,8.2,9.1,0.00,0.00,1019.8,1006.3,29,1,0,94,0.02,0.28,13.7,28.2,240,240,37.4,11.6
2017-01-11T00:00,11.6,80,8.3,9.5,0.00,0.00,1019.9,1006.4,42,19,0,84,0.01,0.28,11.6,25.1,240,241,33.8,11.5
2017-01-11T01:00,11.5,82,8.5,9.3,0.00,0.00,1019.8,1006.3,37,17,0,73,0.01,0.24,12.1,25.9,240,238,29.5,11.5
2017-01-11T02:00,11.6,83,8.8,9.5,0.00,0.00,1019.7,1006.2,30,7,0,80,0.01,0.23,12.4,26.1,244,246,30.2,11.4
2017-01-11T03:00,11.7,84,9.1,9.9,0.00,0.00,1019.5,1006.0,33,3,0,100,0.01,0.22,10.8,23.3,249,250,30.6,11.4
2017-01-11T04:00,11.5,86,9.2,9.6,0.00,0.00,1019.1,1005.6,32,2,0,100,0.00,0.19,11.9,25.5,245,247,29.9,11.2
2017-01-11T05:00,11.2,88,9.3,9.4,0.00,0.00,1019.8,1006.3,0,0,0,0,0.00,0.15,11.4,24.4,246,248,29.9,11.1
2017-01-11T06:00,10.8,90,9.2,8.7,0.00,0.00,1019.6,1006.1,21,0,0,70,0.00,0.13,12.7,26.1,241,246,30.6,11.0
2017-01-11T07:00,10.6,90,9.1,8.5,0.00,0.00,1019.5,1006.0,25,0,0,83,0.00,0.13,12.9,26.3,243,245,31.7,10.9
2017-01-11T08:00,10.3,91,8.9,8.3,0.00,0.00,1020.4,1006.9,28,0,0,92,0.00,0.11,11.8,23.8,239,243,30.6,10.8
2017-01-11T09:00,9.8,92,8.6,7.8,0.00,0.00,1021.0,1007.4,10,0,0,33,0.01,0.09,11.7,22.5,236,243,27.7,10.7
2017-01-11T10:00,12.3,83,9.5,10.6,0.00,0.00,1021.9,1008.4,0,0,0,1,0.05,0.24,10.8,19.4,244,248,26.6,11.1
2017-01-11T11:00,14.5,72,9.5,12.9,0.00,0.00,1022.2,1008.8,0,0,0,0,0.14,0.46,10.5,15.7,248,250,26.3,12.0
2017-01-11T12:00,16.0,67,9.9,14.6,0.00,0.00,1022.4,1009.1,0,0,0,0,0.22,0.59,9.4,12.9,252,252,26.3,13.1
2017-01-11T13:00,17.0,63,10.0,16.1,0.00,0.00,1022.6,1009.3,0,0,0,0,0.28,0.72,6.4,8.1,254,249,23.8,14.8
2017-01-11T14:00,18.1,50,7.5,16.8,0.00,0.00,1021.8,1008.6,0,0,0,0,0.31,1.04,4.5,6.1,14,28,16.6,15.4
2017-01-11T15:00,17.8,47,6.3,15.4,0.00,0.00,1021.7,1008.5,0,0,0,0,0.30,1.08,10.0,13.7,52,55,26.6,15.7
2017-01-11T16:00,17.0,51,6.8,14.8,0.00,0.00,1022.2,1008.9,0,0,0,0,0.24,0.95,9.2,13.2,64,68,27.0,15.7
2017-01-11T17:00,16.1,60,8.3,14.5,0.00,0.00,1022.9,1009.6,0,0,0,0,0.16,0.74,8.1,12.4,77,80,24.1,15.4
2017-01-11T18:00,14.4,70,9.0,13.2,0.00,0.00,1023.3,1009.9,0,0,0,0,0.06,0.49,6.5,15.2,96,97,19.8,14.7
2017-01-11T19:00,12.7,76,8.6,11.4,0.00,0.00,1024.1,1010.6,0,0,0,0,0.03,0.36,6.5,16.8,109,105,18.0,13.5
2017-01-11T20:00,11.4,83,8.6,10.2,0.00,0.00,1024.8,1011.3,0,0,0,0,0.00,0.23,5.7,15.0,108,111,18.0,12.5
2017-01-11T21:00,10.1,86,7.8,8.5,0.00,0.00,1025.5,1011.9,0,0,0,0,0.00,0.18,7.2,12.6,117,117,18.7,11.7
2017-01-11T22:00,10.0,86,7.7,8.5,0.00,0.00,1026.0,1012.4,0,0,0,0,0.00,0.18,6.8,14.6,108,110,19.1,11.0
2017-01-11T23:00,11.0,83,8.3,9.8,0.00,0.00,1026.2,1012.6,0,0,0,0,0.00,0.22,5.8,16.8,97,100,18.7,10.7
2017-01-12T00:00,11.9,83,9.1,10.7,0.00,0.00,1026.2,1012.7,0,0,0,0,0.00,0.24,6.9,18.4,96,96,19.8,10.5
2017-01-12T01:00,12.1,82,9.2,10.7,0.00,0.00,1026.6,1013.1,0,0,0,0,0.00,0.25,7.8,21.6,103,101,21.6,9.6
2017-01-12T02:00,12.4,79,8.9,10.8,0.00,0.00,1026.7,1013.2,0,0,0,0,0.01,0.30,9.2,22.2,101,98,24.5,9.9
2017-01-12T03:00,11.7,78,8.1,10.2,0.00,0.00,1026.9,1013.3,0,0,0,0,0.00,0.30,7.2,20.2,96,95,24.5,10.0
2017-01-12T04:00,11.8,78,8.0,10.2,0.00,0.00,1027.0,1013.4,0,0,0,0,0.01,0.31,7.6,20.3,98,96,21.2,9.9
2017-01-12T05:00,12.2,77,8.2,10.4,0.00,0.00,1026.5,1013.0,0,0,0,0,0.01,0.33,9.1,21.5,97,99,23.8,9.9
2017-01-12T06:00,12.5,78,8.7,10.6,0.00,0.00,1026.2,1012.7,0,0,0,0,0.01,0.32,10.5,23.0,96,100,27.4,10.1
2017-01-12T07:00,12.4,78,8.6,10.6,0.00,0.00,1026.2,1012.7,0,0,0,0,0.01,0.32,9.7,21.9,94,99,27.7,10.3
2017-01-12T08:00,11.9,79,8.4,10.3,0.00,0.00,1027.0,1013.4,0,0,0,0,0.01,0.29,8.0,19.7,95,98,25.9,10.2
2017-01-12T09:00,12.0,77,8.1,10.4,0.00,0.00,1027.2,1013.6,0,0,0,0,0.03,0.33,8.0,19.4,100,100,22.0,10.1
2017-01-12T10:00,13.5,73,8.9,11.7,0.00,0.00,1027.5,1014.0,0,0,0,0,0.07,0.41,10.5,18.9,98,98,25.6,10.8
2017-01-12T11:00,14.9,63,7.8,12.4,0.00,0.00,1027.5,1014.1,0,0,0,0,0.16,0.63,13.4,20.0,96,98,33.8,11.8
2017-01-12T12:00,15.5,59,7.6,12.7,0.00,0.00,1026.9,1013.5,0,0,0,0,0.23,0.72,14.8,21.3,90,92,37.8,12.8
2017-01-12T13:00,15.2,59,7.2,12.4,0.00,0.00,1026.6,1013.2,0,0,0,0,0.27,0.71,14.8,20.9,87,88,38.9,14.0
2017-01-12T14:00,15.4,60,7.6,12.6,0.00,0.00,1025.6,1012.2,0,0,0,0,0.29,0.71,15.2,21.3,85,86,38.9,14.5
2017-01-12T15:00,15.2,62,7.9,12.6,0.00,0.00,1025.0,1011.6,0,0,0,0,0.27,0.67,14.7,20.8,79,80,38.9,14.7
2017-01-12T16:00,14.9,65,8.3,12.4,0.00,0.00,1024.9,1011.5,0,0,0,0,0.22,0.60,14.2,20.4,81,81,37.8,14.7
2017-01-12T17:00,14.4,69,8.7,12.3,0.00,0.00,1024.9,1011.5,0,0,0,1,0.15,0.52,12.2,18.4,88,89,36.0,14.5
2017-01-12T18:00,13.1,77,9.1,11.5,0.00,0.00,1024.4,1010.9,0,0,0,0,0.06,0.35,9.1,17.5,99,98,30.2,13.9
2017-01-12T19:00,11.6,85,9.2,10.4,0.00,0.00,1024.0,1010.5,0,0,0,0,0.02,0.21,7.1,17.7,114,110,22.0,12.9
2017-01-12T20:00,9.9,88,8.0,8.4,0.00,0.00,1023.9,1010.3,0,0,0,0,0.00,0.15,6.5,13.3,90,103,18.4,11.9
2017-01-12T21:00,12.4,77,8.5,11.4,0.00,0.00,1024.3,1010.8,0,0,0,0,0.00,0.33,4.5,6.6,104,99,15.1,11.0
2017-01-12T22:00,12.0,78,8.2,11.3,0.00,0.00,1024.9,1011.4,0,0,0,0,0.00,0.31,1.3,1.1,214,90,10.1,10.2
2017-01-12T23:00,7.4,89,5.7,5.5,0.00,0.00,1024.9,1011.2,0,0,0,0,0.00,0.11,5.6,3.8,225,221,8.6,9.7
2017-01-13T00:00,7.6,86,5.4,5.9,0.00,0.00,1024.6,1010.9,0,0,0,0,0.00,0.15,4.1,6.6,232,221,9.7,9.4
2017-01-13T01:00,6.6,85,4.2,4.2,0.00,0.00,1024.2,1010.4,3,0,0,9,0.00,0.15,7.1,9.5,229,233,14.8,8.3
2017-01-13T02:00,5.8,82,2.9,3.0,0.00,0.00,1023.6,1009.8,0,0,0,0,0.00,0.17,7.9,11.6,231,244,18.7,8.4
2017-01-13T03:00,6.6,68,1.1,3.2,0.00,0.00,1023.6,1009.8,0,0,0,0,0.02,0.32,9.9,17.3,226,253,22.7,8.5
2017-01-13T04:00,8.2,61,1.2,4.6,0.00,0.00,1023.7,1010.0,0,0,0,1,0.03,0.42,11.5,22.1,229,251,26.3,8.7
2017-01-13T05:00,9.0,71,3.9,5.8,0.00,0.00,1023.1,1009.5,0,0,0,0,0.02,0.34,12.1,24.2,233,247,28.4,8.9
2017-01-13T06:00,9.5,78,5.9,6.5,0.00,0.00,1022.7,1009.1,0,0,0,0,0.02,0.26,13.2,26.6,235,243,31.3,9.2
2017-01-13T07:00,10.1,84,7.6,7.3,0.00,0.00,1022.4,1008.8,0,0,0,0,0.01,0.20,15.2,30.3,239,240,36.0,9.5
2017-01-13T08:00,11.1,86,8.8,8.3,0.00,0.00,1022.6,1009.1,1,1,0,0,0.01,0.18,17.4,33.8,243,243,41.8,9.8
2017-01-13T09:00,11.9,85,9.5,8.7,0.00,0.00,1022.8,1009.3,3,3,0,0,0.03,0.21,21.1,37.6,247,247,49.7,10.2
2017-01-13T10:00,13.4,80,10.0,10.4,0.00,0.00,1023.4,1010.0,8,9,0,0,0.07,0.31,21.0,36.9,248,245,52.6,10.9
2017-01-13T11:00,14.6,75,10.3,10.8,0.00,0.00,1024.2,1010.8,65,72,0,0,0.14,0.41,27.1,41.0,256,255,64.1,11.8
2017-01-13T12:00,15.2,72,10.2,11.2,0.00,0.00,1024.2,1010.8,83,92,0,0,0.18,0.48,28.2,42.1,260,260,66.2,12.5
2017-01-13T13:00,15.6,71,10.4,11.8,0.00,0.00,1023.4,1010.1,90,100,0,0,0.20,0.51,26.8,40.1,259,258,66.6,14.1
2017-01-13T14:00,15.9,70,10.3,12.2,0.00,0.00,1022.8,1009.5,90,100,0,0,0.21,0.55,26.3,39.3,260,258,63.0,14.3
2017-01-13T15:00,15.9,70,10.4,12.1,0.00,0.00,1022.4,1009.1,44,49,0,0,0.23,0.55,27.3,40.6,258,257,65.5,14.5
2017-01-13T16:00,15.2,71,10.0,11.5,0.00,0.00,1022.6,1009.3,26,29,0,0,0.19,0.50,25.3,38.7,259,258,65.2,14.4
2017-01-13T17:00,14.5,71,9.3,10.9,0.00,0.00,1022.7,1009.3,0,0,0,0,0.15,0.48,23.3,36.4,262,259,61.6,14.2
2017-01-13T18:00,13.0,76,8.9,9.6,0.00,0.00,1023.1,1009.7,1,1,0,0,0.08,0.36,21.7,35.6,264,262,56.2,13.7
2017-01-13T19:00,11.4,83,8.6,8.2,0.00,0.00,1023.4,1009.9,1,1,0,0,0.04,0.23,19.5,33.7,267,263,52.6,12.9
2017-01-13T20:00,10.6,84,8.0,7.5,0.00,0.00,1024.2,1010.6,3,3,0,0,0.02,0.21,17.3,31.4,266,265,47.9,12.3
2017-01-13T21:00,10.2,83,7.4,7.3,0.00,0.00,1024.7,1011.1,2,2,0,0,0.01,0.21,15.1,28.6,258,259,43.6,11.8
2017-01-13T22:00,9.9,83,7.2,7.3,0.00,0.00,1024.9,1011.3,1,1,0,0,0.01,0.20,12.5,26.0,252,253,37.8,11.4
2017-01-13T23:00,9.1,87,7.0,6.8,0.00,0.00,1024.9,1011.2,4,5,0,0,0.00,0.15,11.0,24.2,238,245,31.7,10.9
2017-01-14T00:00,8.7,88,6.8,6.3,0.00,0.00,1024.6,1010.9,20,22,0,0,0.00,0.14,10.5,22.9,229,237,27.7,10.6
2017-01-14T01:00,9.7,81,6.6,7.2,0.00,0.00,1024.5,1010.9,16,7,0,33,0.01,0.23,10.9,23.2,226,229,26.6,11.2
2017-01-14T02:00,8.9,83,6.2,6.9,0.00,0.00,1024.3,1010.6,20,4,0,56,0.00,0.20,7.4,19.2,231,230,26.6,10.6
2017-01-14T03:00,8.1,86,5.9,6.1,0.00,0.00,1024.1,1010.4,7,8,0,0,0.00,0.15,6.9,18.8,242,244,20.5,10.0
2017-01-14T04:00,7.7,87,5.6,5.5,0.00,0.00,1023.9,1010.2,2,2,0,0,0.00,0.14,7.8,19.5,236,251,21.2,9.6
2017-01-14T05:00,7.3,87,5.3,5.2,0.00,0.00,1023.5,1009.8,3,3,0,0,0.00,0.13,6.8,17.3,238,249,21.2,9.2
2017-01-14T06:00,6.9,88,5.1,4.7,0.00,0.00,1023.4,1009.7,2,0,0,6,0.00,0.12,6.5,16.5,236,250,18.7,8.9
2017-01-14T07:00,6.5,89,4.8,4.2,0.00,0.00,1023.4,1009.6,10,3,0,25,0.00,0.10,7.1,16.8,229,247,19.1,8.6
2017-01-14T08:00,6.1,89,4.5,3.7,0.00,0.00,1023.5,1009.7,0,0,0,0,0.00,0.10,7.7,17.4,229,240,19.8,8.3
2017-01-14T09:00,6.2,88,4.3,3.6,0.00,0.00,1023.3,1009.5,0,0,0,0,0.01,0.12,8.4,18.0,230,241,20.2,8.1
2017-01-14T10:00,9.3,78,5.6,7.0,0.00,0.00,1023.9,1010.3,0,0,0,0,0.05,0.26,8.7,17.6,240,244,22.3,8.8
2017-01-14T11:00,11.9,65,5.5,9.5,0.00,0.00,1024.3,1010.8,2,2,0,0,0.14,0.49,8.8,13.3,258,257,23.8,9.9
2017-01-14T12:00,12.9,61,5.5,10.8,0.00,0.00,1024.5,1011.0,27,30,0,0,0.21,0.59,7.3,9.6,290,290,24.1,11.1
2017-01-14T13:00,13.4,62,6.2,11.4,0.00,0.00,1024.6,1011.1,30,31,4,0,0.22,0.59,7.2,9.0,3,360,23.8,13.7
2017-01-14T14:00,13.8,64,7.1,11.4,0.00,0.00,1024.2,1010.8,92,100,3,0,0.26,0.57,11.1,15.2,36,36,30.2,13.9
2017-01-14T15:00,13.1,63,6.2,10.6,0.00,0.00,1023.8,1010.3,98,100,13,0,0.14,0.56,10.8,15.3,37,39,30.6,13.5
2017-01-14T16:00,12.7,68,7.0,9.9,0.00,0.00,1023.9,1010.4,89,81,27,0,0.12,0.47,14.4,21.3,37,39,35.3,13.2
2017-01-14T17:00,12.2,77,8.2,9.6,0.10,0.10,1024.0,1010.5,69,33,66,0,0.10,0.33,14.5,21.6,60,60,35.3,12.9
2017-01-14T18:00,11.6,82,8.6,9.1,0.40,0.40,1024.4,1010.9,40,18,39,0,0.05,0.25,15.0,24.6,69,69,38.9,12.5
2017-01-14T19:00,11.3,84,8.8,9.0,0.30,0.30,1024.4,1010.9,40,34,15,0,0.03,0.21,13.6,23.9,78,79,35.6,12.0
2017-01-14T20:00,11.0,84,8.5,8.6,0.00,0.00,1024.8,1011.2,15,17,0,0,0.01,0.21,13.8,25.0,97,96,33.5,11.6
2017-01-14T21:00,10.6,86,8.3,8.3,0.00,0.00,1025.1,1011.5,6,5,2,0,0.01,0.18,12.3,23.7,105,104,32.8,11.3
2017-01-14T22:00,10.6,81,7.6,8.1,0.00,0.00,1025.4,1011.8,5,5,1,0,0.01,0.24,12.8,24.3,101,102,31.3,11.0
2017-01-14T23:00,10.7,78,7.0,8.1,0.00,0.00,1026.0,1012.4,25,18,14,0,0.02,0.28,12.4,23.7,98,100,31.7,10.8
2017-01-15T00:00,10.9,73,6.1,7.8,0.00,0.00,1026.2,1012.6,18,5,23,0,0.03,0.36,14.6,26.6,99,99,34.9,10.7
2017-01-15T01:00,11.4,71,6.3,8.7,0.00,0.00,1026.0,1012.4,32,6,45,0,0.03,0.40,12.1,22.0,100,101,38.5,9.8
2017-01-15T02:00,11.3,66,5.2,8.4,0.00,0.00,1025.8,1012.2,38,21,32,0,0.03,0.45,12.1,23.0,100,99,29.9,10.1
2017-01-15T03:00,11.4,63,4.6,8.2,0.00,0.00,1026.0,1012.4,32,26,15,0,0.04,0.50,13.0,24.2,93,94,30.6,10.2
2017-01-15T04:00,11.5,62,4.4,7.9,0.00,0.00,1025.9,1012.3,35,22,26,0,0.05,0.52,15.1,27.0,91,93,36.0,10.3
2017-01-15T05:00,11.2,63,4.5,7.8,0.00,0.00,1026.1,1012.5,39,26,26,0,0.05,0.49,14.4,26.0,94,95,37.1,10.4
2017-01-15T06:00,11.2,62,4.3,7.8,0.00,0.00,1026.3,1012.7,35,16,34,0,0.04,0.50,13.7,25.0,95,96,34.9,10.5
2017-01-15T07:00,11.3,61,3.9,7.9,0.00,0.00,1026.4,1012.8,37,24,26,0,0.05,0.53,13.4,24.0,95,98,33.8,10.5
2017-01-15T08:00,11.2,61,3.9,7.9,0.00,0.00,1027.0,1013.4,19,4,26,0,0.04,0.52,12.8,23.9,101,102,32.4,10.5
2017-01-15T09:00,11.2,61,3.9,7.9,0.00,0.00,1027.3,1013.7,53,38,31,0,0.06,0.52,13.2,24.0,107,109,33.5,10.5
